"Year","Cluster","Indicator","Province","Area Council","Unit","Value"
2025,"Food Security","Manioc Cuttings","Sanma","West Malo","number",50
2025,"Food Security","Manioc Cuttings","Sanma","East Malo","number",50
2025,"Food Security","Manioc Cuttings","Penama","West Ambae","number",50
2025,"Food Security","Manioc Cuttings","Penama","North Ambae","number",50
2025,"Food Security","Manioc Cuttings","Penama","East Ambae","number",50
2025,"Food Security","Manioc Cuttings","Penama","South Ambae","number",50
2025,"Food Security","Manioc Cuttings","Penama","North Maewo","number",50
2025,"Food Security","Manioc Cuttings","Penama","South Maewo","number",50
2025,"Food Security","Manioc Cuttings","Penama","North Pentecost","number",50
2025,"Food Security","Manioc Cuttings","Penama","Central Pentecost 1","number",50
2025,"Food Security","Manioc Cuttings","Penama","Central Pentecost 2","number",50
2025,"Food Security","Manioc Cuttings","Penama","South Pentecost","number",50
2025,"Food Security","Manioc Cuttings","Malampa","North West Malekula","number",50
2025,"Food Security","Manioc Cuttings","Malampa","North East Malekula","number",50
2025,"Food Security","Manioc Cuttings","Malampa","Central Malekula","number",50
2025,"Food Security","Manioc Cuttings","Malampa","South West Malekula","number",50
2025,"Food Security","Manioc Cuttings","Malampa","South East Malekula","number",50
2025,"Food Security","Manioc Cuttings","Malampa","South Malekula","number",50
2025,"Food Security","Manioc Cuttings","Malampa","North Ambrym","number",50
2025,"Food Security","Manioc Cuttings","Malampa","West Ambrym","number",50
2025,"Food Security","Manioc Cuttings","Malampa","South East Ambrym","number",50
2025,"Food Security","Manioc Cuttings","Malampa","Paama","number",50
2025,"Food Security","Manioc Cuttings","Shefa","Port Vila","number",50
2025,"Food Security","Manioc Cuttings","Shefa","Vermali","number",50
2025,"Food Security","Manioc Cuttings","Shefa","Vermaul","number",50
2025,"Food Security","Manioc Cuttings","Shefa","Varisu","number",50
2025,"Food Security","Manioc Cuttings","Shefa","South Epi","number",50
2025,"Food Security","Manioc Cuttings","Shefa","North Tongoa","number",50
2025,"Food Security","Manioc Cuttings","Shefa","Makimae","number",50
2025,"Food Security","Manioc Cuttings","Shefa","Tongariki","number",50
2025,"Food Security","Manioc Cuttings","Shefa","Nguna","number",50
2025,"Food Security","Manioc Cuttings","Shefa","Emau","number",50
2025,"Food Security","Manioc Cuttings","Shefa","Malorua","number",50
2025,"Food Security","Manioc Cuttings","Shefa","North Efate","number",50
2025,"Food Security","Manioc Cuttings","Shefa","Mele","number",50
2025,"Food Security","Manioc Cuttings","Shefa","Tanvasoko","number",50
2025,"Food Security","Manioc Cuttings","Shefa","Ifira","number",50
2025,"Food Security","Manioc Cuttings","Shefa","Pango","number",50
2025,"Food Security","Manioc Cuttings","Shefa","Erakor","number",50
2025,"Food Security","Manioc Cuttings","Shefa","Eratap","number",50
2025,"Food Security","Manioc Cuttings","Shefa","Eton","number",50
2025,"Food Security","Manioc Cuttings","Tafea","North Erromango","number",50
2025,"Food Security","Manioc Cuttings","Tafea","South Erromango","number",50
2025,"Food Security","Manioc Cuttings","Tafea","Aniwa","number",50
2025,"Food Security","Manioc Cuttings","Tafea","North Tanna","number",50
2025,"Food Security","Manioc Cuttings","Tafea","West Tanna","number",50
2025,"Food Security","Manioc Cuttings","Tafea","Middle Bush Tanna","number",50
2025,"Food Security","Manioc Cuttings","Tafea","South West Tanna","number",50
2025,"Food Security","Manioc Cuttings","Tafea","Whitesands","number",50
2025,"Food Security","Manioc Cuttings","Tafea","South Tanna","number",50
2025,"Food Security","Manioc Cuttings","Tafea","Futuna","number",50
2025,"Food Security","Manioc Cuttings","Tafea","Aneityum","number",50
2025,"Food Security","Yam Cuttings","Torba","Torres","number",15
2025,"Food Security","Yam Cuttings","Torba","Ureparapara","number",15
2025,"Food Security","Yam Cuttings","Torba","Motalava","number",15
2025,"Food Security","Yam Cuttings","Torba","East Vanualava","number",15
2025,"Food Security","Yam Cuttings","Torba","West Vanualava","number",15
2025,"Food Security","Yam Cuttings","Torba","Mota","number",15
2025,"Food Security","Yam Cuttings","Torba","East Gaua","number",15
2025,"Food Security","Yam Cuttings","Torba","West Gaua","number",15
2025,"Food Security","Yam Cuttings","Torba","Merelava","number",15
2025,"Food Security","Yam Cuttings","Sanma","Luganville","number",15
2025,"Food Security","Yam Cuttings","Sanma","North West Santo","number",15
2025,"Food Security","Yam Cuttings","Sanma","Big Bay Coast","number",15
2025,"Food Security","Yam Cuttings","Sanma","Big Bay Inland","number",15
2025,"Food Security","Yam Cuttings","Sanma","West Santo","number",15
2025,"Food Security","Yam Cuttings","Sanma","South Santo 1","number",15
2025,"Food Security","Yam Cuttings","Sanma","South Santo 2","number",15
2025,"Food Security","Yam Cuttings","Sanma","East Santo","number",15
2025,"Food Security","Yam Cuttings","Sanma","South East Santo","number",15
2025,"Food Security","Yam Cuttings","Sanma","Canal Fanafo","number",15
2025,"Food Security","Yam Cuttings","Sanma","West Malo","number",15
2025,"Food Security","Yam Cuttings","Sanma","East Malo","number",15
2025,"Food Security","Yam Cuttings","Penama","West Ambae","number",15
2025,"Food Security","Yam Cuttings","Penama","North Ambae","number",15
2025,"Food Security","Yam Cuttings","Penama","East Ambae","number",15
2025,"Food Security","Yam Cuttings","Penama","South Ambae","number",15
2025,"Food Security","Yam Cuttings","Penama","North Maewo","number",15
2025,"Food Security","Yam Cuttings","Penama","South Maewo","number",15
2025,"Food Security","Yam Cuttings","Penama","North Pentecost","number",15
2025,"Food Security","Yam Cuttings","Penama","Central Pentecost 1","number",15
2025,"Food Security","Yam Cuttings","Penama","Central Pentecost 2","number",15
2025,"Food Security","Yam Cuttings","Penama","South Pentecost","number",15
2025,"Food Security","Yam Cuttings","Malampa","North West Malekula","number",15
2025,"Food Security","Yam Cuttings","Malampa","North East Malekula","number",15
2025,"Food Security","Yam Cuttings","Malampa","Central Malekula","number",15
2025,"Food Security","Yam Cuttings","Malampa","South West Malekula","number",15
2025,"Food Security","Yam Cuttings","Malampa","South East Malekula","number",15
2025,"Food Security","Yam Cuttings","Malampa","South Malekula","number",15
2025,"Food Security","Yam Cuttings","Malampa","North Ambrym","number",15
2025,"Food Security","Yam Cuttings","Malampa","West Ambrym","number",15
2025,"Food Security","Yam Cuttings","Malampa","South East Ambrym","number",15
2025,"Food Security","Yam Cuttings","Malampa","Paama","number",15
2025,"Food Security","Yam Cuttings","Shefa","Port Vila","number",15
2025,"Food Security","Yam Cuttings","Shefa","Vermali","number",15
2025,"Food Security","Yam Cuttings","Shefa","Vermaul","number",15
2025,"Food Security","Yam Cuttings","Shefa","Varisu","number",15
2025,"Food Security","Yam Cuttings","Shefa","South Epi","number",15
2025,"Food Security","Yam Cuttings","Shefa","North Tongoa","number",15
2025,"Food Security","Yam Cuttings","Shefa","Makimae","number",15
2025,"Food Security","Yam Cuttings","Shefa","Tongariki","number",15
2025,"Food Security","Yam Cuttings","Shefa","Nguna","number",15
2025,"Food Security","Yam Cuttings","Shefa","Emau","number",15
2025,"Food Security","Yam Cuttings","Shefa","Malorua","number",15
2025,"Food Security","Yam Cuttings","Shefa","North Efate","number",15
2025,"Food Security","Yam Cuttings","Shefa","Mele","number",15
2025,"Food Security","Yam Cuttings","Shefa","Tanvasoko","number",15
2025,"Food Security","Yam Cuttings","Shefa","Ifira","number",15
2025,"Food Security","Yam Cuttings","Shefa","Pango","number",15
2025,"Food Security","Yam Cuttings","Shefa","Erakor","number",15
2025,"Food Security","Yam Cuttings","Shefa","Eratap","number",15
2025,"Food Security","Yam Cuttings","Shefa","Eton","number",15
2025,"Food Security","Yam Cuttings","Tafea","North Erromango","number",15
2025,"Food Security","Yam Cuttings","Tafea","South Erromango","number",15
2025,"Food Security","Yam Cuttings","Tafea","Aniwa","number",15
2025,"Food Security","Yam Cuttings","Tafea","North Tanna","number",15
2025,"Food Security","Yam Cuttings","Tafea","West Tanna","number",15
2025,"Food Security","Yam Cuttings","Tafea","Middle Bush Tanna","number",15
2025,"Food Security","Yam Cuttings","Tafea","South West Tanna","number",15
2025,"Food Security","Yam Cuttings","Tafea","Whitesands","number",15
2025,"Food Security","Yam Cuttings","Tafea","South Tanna","number",15
2025,"Food Security","Yam Cuttings","Tafea","Futuna","number",15
2025,"Food Security","Yam Cuttings","Tafea","Aneityum","number",15
2025,"Gender & Protection","Water","Torba","Torres","litre",0.5
2025,"Gender & Protection","Water","Torba","Ureparapara","litre",0.5
2025,"Gender & Protection","Water","Torba","Motalava","litre",0.5
2025,"Gender & Protection","Water","Torba","East Vanualava","litre",0.5
2025,"Gender & Protection","Water","Torba","West Vanualava","litre",0.5
2025,"Gender & Protection","Water","Torba","Mota","litre",0.5
2025,"Gender & Protection","Water","Torba","East Gaua","litre",0.5
2025,"Gender & Protection","Water","Torba","West Gaua","litre",0.5
2025,"Gender & Protection","Water","Torba","Merelava","litre",0.5
2025,"Gender & Protection","Water","Sanma","Luganville","litre",0.5
2025,"Gender & Protection","Water","Sanma","North West Santo","litre",0.5
2025,"Gender & Protection","Water","Sanma","Big Bay Coast","litre",0.5
2025,"Gender & Protection","Water","Sanma","Big Bay Inland","litre",0.5
2025,"Gender & Protection","Water","Sanma","West Santo","litre",0.5
2025,"Gender & Protection","Water","Sanma","South Santo 1","litre",0.5
2025,"Gender & Protection","Water","Sanma","South Santo 2","litre",0.5
2025,"Gender & Protection","Water","Sanma","East Santo","litre",0.5
2025,"Gender & Protection","Water","Sanma","South East Santo","litre",0.5
2025,"Gender & Protection","Water","Sanma","Canal Fanafo","litre",0.5
2025,"Gender & Protection","Water","Sanma","West Malo","litre",0.5
2025,"Gender & Protection","Water","Sanma","East Malo","litre",0.5
2025,"Gender & Protection","Water","Penama","West Ambae","litre",0.5
2025,"Gender & Protection","Water","Penama","North Ambae","litre",0.5
2025,"Gender & Protection","Water","Penama","East Ambae","litre",0.5
2025,"Gender & Protection","Water","Penama","South Ambae","litre",0.5
2025,"Gender & Protection","Water","Penama","North Maewo","litre",0.5
2025,"Gender & Protection","Water","Penama","South Maewo","litre",0.5
2025,"Gender & Protection","Water","Penama","North Pentecost","litre",0.5
2025,"Gender & Protection","Water","Penama","Central Pentecost 1","litre",0.5
2025,"Gender & Protection","Water","Penama","Central Pentecost 2","litre",0.5
2025,"Gender & Protection","Water","Penama","South Pentecost","litre",0.5
2025,"Gender & Protection","Water","Malampa","North West Malekula","litre",0.5
2025,"Gender & Protection","Water","Malampa","North East Malekula","litre",0.5
2025,"Gender & Protection","Water","Malampa","Central Malekula","litre",0.5
2025,"Gender & Protection","Water","Malampa","South West Malekula","litre",0.5
2025,"Gender & Protection","Water","Malampa","South East Malekula","litre",0.5
2025,"Gender & Protection","Water","Malampa","South Malekula","litre",0.5
2025,"Gender & Protection","Water","Malampa","North Ambrym","litre",0.5
2025,"Gender & Protection","Water","Malampa","West Ambrym","litre",0.5
2025,"Gender & Protection","Water","Malampa","South East Ambrym","litre",0.5
2025,"Gender & Protection","Water","Malampa","Paama","litre",0.5
2025,"Gender & Protection","Water","Shefa","Port Vila","litre",0.5
2025,"Gender & Protection","Water","Shefa","Vermali","litre",0.5
2025,"Gender & Protection","Water","Shefa","Vermaul","litre",0.5
2025,"Gender & Protection","Water","Shefa","Varisu","litre",0.5
2025,"Gender & Protection","Water","Shefa","South Epi","litre",0.5
2025,"Gender & Protection","Water","Shefa","North Tongoa","litre",0.5
2025,"Gender & Protection","Water","Shefa","Makimae","litre",0.5
2025,"Gender & Protection","Water","Shefa","Tongariki","litre",0.5
2025,"Gender & Protection","Water","Shefa","Nguna","litre",0.5
2025,"Gender & Protection","Water","Shefa","Emau","litre",0.5
2025,"Gender & Protection","Water","Shefa","Malorua","litre",0.5
2025,"Gender & Protection","Water","Shefa","North Efate","litre",0.5
2025,"Gender & Protection","Water","Shefa","Mele","litre",0.5
2025,"Gender & Protection","Water","Shefa","Tanvasoko","litre",0.5
2025,"Gender & Protection","Water","Shefa","Ifira","litre",0.5
2025,"Gender & Protection","Water","Shefa","Pango","litre",0.5
2025,"Gender & Protection","Water","Shefa","Erakor","litre",0.5
2025,"Gender & Protection","Water","Shefa","Eratap","litre",0.5
2025,"Gender & Protection","Water","Shefa","Eton","litre",0.5
2025,"Gender & Protection","Water","Tafea","North Erromango","litre",0.5
2025,"Gender & Protection","Water","Tafea","South Erromango","litre",0.5
2025,"Gender & Protection","Water","Tafea","Aniwa","litre",0.5
2025,"Gender & Protection","Water","Tafea","North Tanna","litre",0.5
2025,"Gender & Protection","Water","Tafea","West Tanna","litre",0.5
2025,"Gender & Protection","Water","Tafea","Middle Bush Tanna","litre",0.5
2025,"Gender & Protection","Water","Tafea","South West Tanna","litre",0.5
2025,"Gender & Protection","Water","Tafea","Whitesands","litre",0.5
2025,"Gender & Protection","Water","Tafea","South Tanna","litre",0.5
2025,"Gender & Protection","Water","Tafea","Futuna","litre",0.5
2025,"Gender & Protection","Water","Tafea","Aneityum","litre",0.5
2025,"Gender & Protection","Tin Fish","Torba","Torres","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Torba","Ureparapara","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Torba","Motalava","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Torba","East Vanualava","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Torba","West Vanualava","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Torba","Mota","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Torba","East Gaua","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Torba","West Gaua","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Torba","Merelava","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Sanma","Luganville","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Sanma","North West Santo","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Sanma","Big Bay Coast","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Sanma","Big Bay Inland","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Sanma","West Santo","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Sanma","South Santo 1","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Sanma","South Santo 2","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Sanma","East Santo","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Sanma","South East Santo","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Sanma","Canal Fanafo","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Sanma","West Malo","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Sanma","East Malo","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Penama","West Ambae","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Penama","North Ambae","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Penama","East Ambae","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Penama","South Ambae","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Penama","North Maewo","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Penama","South Maewo","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Penama","North Pentecost","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Penama","Central Pentecost 1","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Penama","Central Pentecost 2","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Penama","South Pentecost","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Malampa","North West Malekula","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Malampa","North East Malekula","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Malampa","Central Malekula","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Malampa","South West Malekula","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Malampa","South East Malekula","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Malampa","South Malekula","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Malampa","North Ambrym","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Malampa","West Ambrym","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Malampa","South East Ambrym","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Malampa","Paama","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Shefa","Port Vila","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Shefa","Vermali","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Shefa","Vermaul","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Shefa","Varisu","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Shefa","South Epi","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Shefa","North Tongoa","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Shefa","Makimae","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Shefa","Tongariki","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Shefa","Nguna","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Shefa","Emau","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Shefa","Malorua","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Shefa","North Efate","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Shefa","Mele","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Shefa","Tanvasoko","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Shefa","Ifira","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Shefa","Pango","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Shefa","Erakor","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Shefa","Eratap","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Shefa","Eton","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Tafea","North Erromango","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Tafea","South Erromango","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Tafea","Aniwa","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Tafea","North Tanna","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Tafea","West Tanna","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Tafea","Middle Bush Tanna","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Tafea","South West Tanna","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Tafea","Whitesands","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Tafea","South Tanna","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Tafea","Futuna","kilogram",0.4
2025,"Gender & Protection","Tin Fish","Tafea","Aneityum","kilogram",0.4
2025,"Gender & Protection","Rice","Torba","Torres","kilogram",0.2
2025,"Gender & Protection","Rice","Torba","Ureparapara","kilogram",0.2
2025,"Gender & Protection","Rice","Torba","Motalava","kilogram",0.2
2025,"Gender & Protection","Rice","Torba","East Vanualava","kilogram",0.2
2025,"Gender & Protection","Rice","Torba","West Vanualava","kilogram",0.2
2025,"Gender & Protection","Rice","Torba","Mota","kilogram",0.2
2025,"Gender & Protection","Rice","Torba","East Gaua","kilogram",0.2
2025,"Gender & Protection","Rice","Torba","West Gaua","kilogram",0.2
2025,"Gender & Protection","Rice","Torba","Merelava","kilogram",0.2
2025,"Gender & Protection","Rice","Sanma","Luganville","kilogram",0.2
2025,"Gender & Protection","Rice","Sanma","North West Santo","kilogram",0.2
2025,"Gender & Protection","Rice","Sanma","Big Bay Coast","kilogram",0.2
2025,"Gender & Protection","Rice","Sanma","Big Bay Inland","kilogram",0.2
2025,"Gender & Protection","Rice","Sanma","West Santo","kilogram",0.2
2025,"Gender & Protection","Rice","Sanma","South Santo 1","kilogram",0.2
2025,"Gender & Protection","Rice","Sanma","South Santo 2","kilogram",0.2
2025,"Gender & Protection","Rice","Sanma","East Santo","kilogram",0.2
2025,"Gender & Protection","Rice","Sanma","South East Santo","kilogram",0.2
2025,"Gender & Protection","Rice","Sanma","Canal Fanafo","kilogram",0.2
2025,"Gender & Protection","Rice","Sanma","West Malo","kilogram",0.2
2025,"Gender & Protection","Rice","Sanma","East Malo","kilogram",0.2
2025,"Gender & Protection","Rice","Penama","West Ambae","kilogram",0.2
2025,"Gender & Protection","Rice","Penama","North Ambae","kilogram",0.2
2025,"Gender & Protection","Rice","Penama","East Ambae","kilogram",0.2
2025,"Gender & Protection","Rice","Penama","South Ambae","kilogram",0.2
2025,"Gender & Protection","Rice","Penama","North Maewo","kilogram",0.2
2025,"Gender & Protection","Rice","Penama","South Maewo","kilogram",0.2
2025,"Gender & Protection","Rice","Penama","North Pentecost","kilogram",0.2
2025,"Gender & Protection","Rice","Penama","Central Pentecost 1","kilogram",0.2
2025,"Gender & Protection","Rice","Penama","Central Pentecost 2","kilogram",0.2
2025,"Gender & Protection","Rice","Penama","South Pentecost","kilogram",0.2
2025,"Gender & Protection","Rice","Malampa","North West Malekula","kilogram",0.2
2025,"Gender & Protection","Rice","Malampa","North East Malekula","kilogram",0.2
2025,"Gender & Protection","Rice","Malampa","Central Malekula","kilogram",0.2
2025,"Gender & Protection","Rice","Malampa","South West Malekula","kilogram",0.2
2025,"Gender & Protection","Rice","Malampa","South East Malekula","kilogram",0.2
2025,"Gender & Protection","Rice","Malampa","South Malekula","kilogram",0.2
2025,"Gender & Protection","Rice","Malampa","North Ambrym","kilogram",0.2
2025,"Gender & Protection","Rice","Malampa","West Ambrym","kilogram",0.2
2025,"Gender & Protection","Rice","Malampa","South East Ambrym","kilogram",0.2
2025,"Gender & Protection","Rice","Malampa","Paama","kilogram",0.2
2025,"Gender & Protection","Rice","Shefa","Port Vila","kilogram",0.2
2025,"Gender & Protection","Rice","Shefa","Vermali","kilogram",0.2
2025,"Gender & Protection","Rice","Shefa","Vermaul","kilogram",0.2
2025,"Gender & Protection","Rice","Shefa","Varisu","kilogram",0.2
2025,"Gender & Protection","Rice","Shefa","South Epi","kilogram",0.2
2025,"Gender & Protection","Rice","Shefa","North Tongoa","kilogram",0.2
2025,"Gender & Protection","Rice","Shefa","Makimae","kilogram",0.2
2025,"Gender & Protection","Rice","Shefa","Tongariki","kilogram",0.2
2025,"Gender & Protection","Rice","Shefa","Nguna","kilogram",0.2
2025,"Gender & Protection","Rice","Shefa","Emau","kilogram",0.2
2025,"Gender & Protection","Rice","Shefa","Malorua","kilogram",0.2
2025,"Gender & Protection","Rice","Shefa","North Efate","kilogram",0.2
2025,"Gender & Protection","Rice","Shefa","Mele","kilogram",0.2
2025,"Gender & Protection","Rice","Shefa","Tanvasoko","kilogram",0.2
2025,"Gender & Protection","Rice","Shefa","Ifira","kilogram",0.2
2025,"Gender & Protection","Rice","Shefa","Pango","kilogram",0.2
2025,"Gender & Protection","Rice","Shefa","Erakor","kilogram",0.2
2025,"Gender & Protection","Rice","Shefa","Eratap","kilogram",0.2
2025,"Gender & Protection","Rice","Shefa","Eton","kilogram",0.2
2025,"Gender & Protection","Rice","Tafea","North Erromango","kilogram",0.2
2025,"Gender & Protection","Rice","Tafea","South Erromango","kilogram",0.2
2025,"Gender & Protection","Rice","Tafea","Aniwa","kilogram",0.2
2025,"Gender & Protection","Rice","Tafea","North Tanna","kilogram",0.2
2025,"Gender & Protection","Rice","Tafea","West Tanna","kilogram",0.2
2025,"Gender & Protection","Rice","Tafea","Middle Bush Tanna","kilogram",0.2
2025,"Gender & Protection","Rice","Tafea","South West Tanna","kilogram",0.2
2025,"Gender & Protection","Rice","Tafea","Whitesands","kilogram",0.2
2025,"Gender & Protection","Rice","Tafea","South Tanna","kilogram",0.2
2025,"Gender & Protection","Rice","Tafea","Futuna","kilogram",0.2
2025,"Gender & Protection","Rice","Tafea","Aneityum","kilogram",0.2
2025,"Health","Medical Tent","Torba","Torres","number",1
2025,"Health","Medical Tent","Torba","Ureparapara","number",1
2025,"Health","Medical Tent","Torba","Motalava","number",1
2025,"Health","Medical Tent","Torba","East Vanualava","number",1
2025,"Health","Medical Tent","Torba","West Vanualava","number",1
2025,"Health","Medical Tent","Torba","Mota","number",1
2025,"Health","Medical Tent","Torba","East Gaua","number",1
2025,"Health","Medical Tent","Torba","West Gaua","number",1
2025,"Health","Medical Tent","Torba","Merelava","number",1
2025,"Health","Medical Tent","Sanma","Luganville","number",1
2025,"Health","Medical Tent","Sanma","North West Santo","number",1
2025,"Health","Medical Tent","Sanma","Big Bay Coast","number",1
2025,"Health","Medical Tent","Sanma","Big Bay Inland","number",1
2025,"Health","Medical Tent","Sanma","West Santo","number",1
2025,"Health","Medical Tent","Sanma","South Santo 1","number",1
2025,"Health","Medical Tent","Sanma","South Santo 2","number",1
2025,"Health","Medical Tent","Sanma","East Santo","number",1
2025,"Health","Medical Tent","Sanma","South East Santo","number",1
2025,"Health","Medical Tent","Sanma","Canal Fanafo","number",1
2025,"Health","Medical Tent","Sanma","West Malo","number",1
2025,"Health","Medical Tent","Sanma","East Malo","number",1
2025,"Health","Medical Tent","Penama","West Ambae","number",1
2025,"Health","Medical Tent","Penama","North Ambae","number",1
2025,"Health","Medical Tent","Penama","East Ambae","number",1
2025,"Health","Medical Tent","Penama","South Ambae","number",1
2025,"Health","Medical Tent","Penama","North Maewo","number",1
2025,"Health","Medical Tent","Penama","South Maewo","number",1
2025,"Health","Medical Tent","Penama","North Pentecost","number",1
2025,"Health","Medical Tent","Penama","Central Pentecost 1","number",1
2025,"Health","Medical Tent","Penama","Central Pentecost 2","number",1
2025,"Health","Medical Tent","Penama","South Pentecost","number",1
2025,"Health","Medical Tent","Malampa","North West Malekula","number",1
2025,"Health","Medical Tent","Malampa","North East Malekula","number",1
2025,"Health","Medical Tent","Malampa","Central Malekula","number",1
2025,"Health","Medical Tent","Malampa","South West Malekula","number",1
2025,"Health","Medical Tent","Malampa","South East Malekula","number",1
2025,"Health","Medical Tent","Malampa","South Malekula","number",1
2025,"Health","Medical Tent","Malampa","North Ambrym","number",1
2025,"Health","Medical Tent","Malampa","West Ambrym","number",1
2025,"Health","Medical Tent","Malampa","South East Ambrym","number",1
2025,"Health","Medical Tent","Malampa","Paama","number",1
2025,"Health","Medical Tent","Shefa","Port Vila","number",1
2025,"Health","Medical Tent","Shefa","Vermali","number",1
2025,"Health","Medical Tent","Shefa","Vermaul","number",1
2025,"Health","Medical Tent","Shefa","Varisu","number",1
2025,"Health","Medical Tent","Shefa","South Epi","number",1
2025,"Health","Medical Tent","Shefa","North Tongoa","number",1
2025,"Health","Medical Tent","Shefa","Makimae","number",1
2025,"Health","Medical Tent","Shefa","Tongariki","number",1
2025,"Health","Medical Tent","Shefa","Nguna","number",1
2025,"Health","Medical Tent","Shefa","Emau","number",1
2025,"Health","Medical Tent","Shefa","Malorua","number",1
2025,"Health","Medical Tent","Shefa","North Efate","number",1
2025,"Health","Medical Tent","Shefa","Mele","number",1
2025,"Health","Medical Tent","Shefa","Tanvasoko","number",1
2025,"Health","Medical Tent","Shefa","Ifira","number",1
2025,"Health","Medical Tent","Shefa","Pango","number",1
2025,"Health","Medical Tent","Shefa","Erakor","number",1
2025,"Health","Medical Tent","Shefa","Eratap","number",1
2025,"Health","Medical Tent","Shefa","Eton","number",1
2025,"Health","Medical Tent","Tafea","North Erromango","number",1
2025,"Health","Medical Tent","Tafea","South Erromango","number",1
2025,"Health","Medical Tent","Tafea","Aniwa","number",1
2025,"Health","Medical Tent","Tafea","North Tanna","number",1
2025,"Health","Medical Tent","Tafea","West Tanna","number",1
2025,"Health","Medical Tent","Tafea","Middle Bush Tanna","number",1
2025,"Health","Medical Tent","Tafea","South West Tanna","number",1
2025,"Health","Medical Tent","Tafea","Whitesands","number",1
2025,"Health","Medical Tent","Tafea","South Tanna","number",1
2025,"Health","Medical Tent","Tafea","Futuna","number",1
2025,"Health","Medical Tent","Tafea","Aneityum","number",1
2025,"Health","Emergency Health Kits","Torba","Torres","number",5
2025,"Health","Emergency Health Kits","Torba","Ureparapara","number",5
2025,"Health","Emergency Health Kits","Torba","Motalava","number",5
2025,"Health","Emergency Health Kits","Torba","East Vanualava","number",5
2025,"Health","Emergency Health Kits","Torba","West Vanualava","number",5
